Date,AAPL,AMZN,BAC,CVX,DIS,GE,HD,IBM,INTC,JNJ,JPM,KO,MCD,MRK,MSFT,ORCL,PFE,PG,WMT,XOM
2001-01-31,-0.5375918192588792,-0.5746198678258241,0.010695708440802587,-0.003942833531316414,-0.1614457661028934,0.07274890148322966,-0.267369303785461,0.10266237630268393,-0.051790656443595484,0.04442250790561708,-0.148221882653633,0.05131342364511071,-0.2589775416543997,0.04869088439457059,-0.17474823995035793,0.06327684654193688,0.21244308820520907,-0.3074961093844112,0.022667448045655236,0.04993060211754763
2001-02-28,-0.7809646966417838,-0.8670386056052609,-0.007591363025333364,0.19846477869961499,-0.12896092328648634,0.11101803716367709,-0.296978810211846,-0.2586203500087475,-0.5886176763803721,0.5460157278950986,-0.2597350250020205,0.16079325012156942,0.07971201182733245,0.5098721027012469,-0.531078343056226,-0.4893135881344095,0.4395459640418784,-0.1103983937518821,-0.034453847072626886,0.13537009604695394
2001-03-31,-0.6148895386530988,-0.7405264813994376,0.14547346605042066,-0.055472386634865534,-0.31316772280860894,-0.19260562228600142,-0.239378348736072,-0.08580401883974165,-0.482798319141604,0.20376576228514942,-0.06532137783906145,0.06589422303595804,-0.28619871355709237,0.27316116546557256,-0.46730087208677407,-0.42542835496089204,0.130725214141433,0.1471452516255527,0.018534702761832333,0.09526440053756113
2001-04-30,-0.6602022404776031,-0.7152536171422824,0.10580290884169696,0.14057635785194256,-0.2444436071470174,0.03695889285901943,-0.17575183925018023,0.07767561578732596,-0.4700002812897014,0.31920618771891784,0.06784725305429729,0.15857633468976728,-0.19471142169293953,0.16948663568258038,0.04792196749661426,-0.4749147661422535,0.13936422304135077,0.15680424137947435,-0.07002251131862836,0.16533015889054248
2001-05-31,-0.5887315186114019,-0.7760425749646592,0.09212326196012377,-0.026427491297139283,-0.28648860885696104,-0.18731655725715612,-0.07612670305122382,-0.12560485097992868,-0.6304840571327277,-0.004432086311009775,-0.05651866726906507,-0.1205316723142752,-0.1783512476272695,-0.00543702777399091,-0.10742361669533218,-0.6145692113977249,-0.08001017076613237,0.022961320421004183,-0.1191533040967041,-0.005986619562551643
2001-06-30,-0.43281233110796835,-0.6315734405776621,0.36612771522438825,0.09784406015714198,-0.2829960882228091,-0.07346276387962924,-0.09279982543573184,0.07065759360471957,-0.4985743896222927,-0.014077643523126016,-0.029487636894124147,-0.22614157573007043,-0.24898703078955153,-0.12055078953998921,-0.10636210618290554,-0.5225462162373318,-0.15199030891173493,0.0740693087831803,-0.14884399899736123,0.12850647087332168
2001-07-31,-0.6826956656484349,-0.5109702547664972,0.38533630312583367,0.26540098072498153,-0.24697052219756233,-0.14789666323198536,0.0184177092234179,-0.07237129113449092,-0.5868117325925324,0.14359520848075746,-0.010173598444100262,-0.2263930363358495,0.03576887817499075,0.10274499722542374,-0.10150216656787747,-0.6127240728095225,0.027171938307549937,0.28147377306299326,0.07703925692330005,0.08011880916824365
2001-08-31,-0.6233348156712921,-0.7559474132782534,0.1208933549247484,0.09485985031840061,-0.2793022116082803,-0.20689552233517938,-0.10012459074439839,-0.1791940114631706,-0.6327713498465204,0.07324044444604327,-0.2594147299230495,-0.054432068633754715,-0.06094282754661229,-0.10835102268151986,-0.09873394719529005,-0.717799475380445,-0.12868752489372548,0.0945055971289448,-0.11457759161601766,0.050332532613197145
2001-09-30,-0.38987658536183556,-0.7830078082695198,0.20463387116061216,0.02358798777695914,-0.49211616252404056,-0.3055709569899512,-0.2032447457261295,-0.13964935695588365,-0.47482296891275044,0.2231909704102608,-0.16283426750287644,-0.20450744784661867,-0.12188739329630194,-0.05363981669411888,-0.015661209706580026,-0.5269111473243047,-0.032676774647456885,0.06288327701964103,0.20344181994628374,-0.0661131494046604
2001-10-31,0.07357538036386169,-0.7146085278296987,0.3376306122820134,0.18882776284260117,-0.28617146196086174,-0.26226534148534153,0.06855095354719665,0.20152269598329164,-0.2560196726520013,0.21256522106337417,-0.07356135435261502,-0.1675821469294706,-0.06339150535733651,-0.29384649520805395,-0.05869955425615703,-0.6011763496338474,-0.06399490149346554,0.07528957404478631,0.10417009202876426,-0.07953500545898795
2001-11-30,0.140204108557888,-0.6078175058540422,0.5670445347432973,0.023269299898345697,-0.2865901818560098,-0.19467626441317976,0.20056787184433822,0.054375434979346826,-0.27993686820137864,0.12933973746355432,0.010855299269689755,-0.24985321354076906,-0.11596735333517161,-0.22318533284962272,-0.015205674426099991,-0.5088294192619038,-0.054947778512133505,0.037563455481415264,0.023512830919705907,-0.13236050286061063
2001-12-31,0.21375553665850555,-0.5712966018846659,0.3714265614537331,0.1294704082183462,-0.34283456533914514,-0.19670785535588897,-0.08266640954116489,0.33536500822249504,-0.21637021534711376,0.12996539939508533,-0.22510801139077985,-0.19647047634942771,-0.24380567464363034,-0.3968592964421762,0.3832275856427425,-0.5407354082574352,-0.15542886644373277,-0.01790722850984261,0.01540240650853808,-0.031001243717886928
2002-01-31,0.11180458837668628,-0.14248494474862483,0.17607674758324565,-0.01703757472624179,-0.3167195325209642,-0.21503174491492827,-0.0450161667837512,-0.07494128752387375,-0.014005834314555377,0.23348694924084334,-0.334691886738143,-0.23191891756661986,-0.05302753882058875,-0.15833183976861975,0.011228941265197134,-0.39794110305988895,0.013419814942018382,0.13741338327937602,0.01645229196849818,-0.09729307535168341
2002-02-28,0.05339593687461264,0.05534963459909936,0.308100085930217,0.08645835192749352,-0.2611046219064854,-0.08828281274737726,0.203871995545452,0.10677153557567776,-0.10051319892018795,0.30280505333804,-0.3135487944928327,-0.015357300902807625,-0.12810462453959393,-0.22526214320877813,0.028235814802446857,-0.3001095125181702,-0.11991026298993002,0.18504953826316428,0.19460373206052783,0.04899029853226877
2002-03-31,0.22175928068582773,0.4067719141307504,0.25952188597347425,0.04272510953218256,-0.2532338328178244,-0.12728913189558455,0.135415961321379,0.19345180276056695,0.42130009186681106,0.4163264827670461,-0.04296770595543431,0.09286019087631625,0.09767714213496825,-0.25262118240444686,0.20432224996417192,-0.09139406825435159,-0.0049639164472101704,0.4167915377071212,0.1805003805195049,0.04036715439820315
2002-04-30,-0.12710733281482933,0.042875441016934523,0.2635546445421906,-0.13422032094947467,-0.22827210505965345,-0.3193880203437137,0.016568161351337762,-0.31017330393130127,-0.12876169027505324,0.2574609362351361,-0.3775949400361276,0.11016501184257588,-0.02044175722495234,-0.22656792994024988,-0.25383140706380025,-0.1932974710340496,-0.1251709801326022,0.44291174241844633,0.09676762301599351,-0.12612382571807812
2002-05-31,0.13904660894730614,-0.06414192811963859,0.2351410353971055,-0.024340330242846098,-0.27092883850286786,-0.23384490575855899,-0.1089811944701824,-0.1013023093912,0.08984891737810363,0.30376403507328176,-0.23706755809042934,0.12885823330366364,-0.025666593142315453,-0.15760851663667697,-0.15073664757714245,-0.34005155624257155,-0.10747906938321417,0.41324507293786317,0.15345023681502235,0.005015492952294531
2002-06-30,-0.20611936966649158,0.05139673440866921,0.16205302259510246,-0.00514424968295879,-0.33106068509715547,-0.38529643222049903,-0.13055269593275587,-0.3369784312566495,-0.351718808739777,0.09910821856420315,-0.22775160786631665,0.27158949582642844,0.005745005508009049,-0.22876215339060912,-0.23081493152979293,-0.36816311788164013,-0.07411853036141514,0.4501379516847386,0.1700694897714461,-0.04093978917211061
2002-07-31,0.06787064129544307,0.2978925309012661,0.15848142407157417,-0.16527993622773185,-0.17571816524767192,-0.19563122397786326,-0.3012864511804688,-0.24795759643963766,-0.04452712057560937,0.15607370030923895,-0.36429151799885906,0.13198067629614663,-0.09858983125132725,-0.16394932925702266,-0.3253418822896783,-0.5369679880417066,-0.21485650755065422,0.2811350071678751,-0.13131519630223454,-0.12093081919022541
2002-08-31,-0.07666776061542491,0.879310637251846,0.2502589649900884,0.030066747074954492,-0.33574177459035814,-0.3216032386850899,-0.14370778972999743,-0.2234781477474994,-0.41839506632755163,0.03726489623097251,-0.06277679594817809,0.2017413560365089,-0.0827980351766393,-0.19387153758587317,-0.01921086933524674,-0.2569485247954131,-0.05324576311628393,0.226479592622439,0.2515189267778257,0.006677496879743616
2002-09-30,-0.032792655482854816,1.5808260576944724,0.07489242392553042,-0.18072964357760057,-0.07083422813377493,-0.2763330581022362,-0.3582495282539844,-0.40357479639642313,-0.23244337850830377,-0.045538726429008025,-0.45294184903814594,0.01814317118315345,-0.3164398866248307,-0.3092138247499514,-0.16435998978832655,-0.34783526122649977,-0.285713652674927,0.26651535367472334,-0.08055424208146111,-0.14558362719722084
